,user_id,visit_id,visit_duration
1604,SQ3G2W,nkns8uhu7h04p9pzzira,72.0
1605,JU90CS,6fijxyf1wv68rg60n4bp,70.0
1606,MR7QT6,vetuarx7exom1abssvd5,108.0
1607,EIDZ54,3ve81580khydt0bpgy3s,102.0
1608,8XW98M,iq0rtm58juu2b7msaxsz,80.0
1609,IENK7R,521elgiwgykcsyi6eua7,98.0
1610,QLT71D,oe6868p3peamn8z056q7,73.0
1611,UX1U9P,aap2q094oqfsi48es3uy,124.0
1612,UTXBU8,hd6wqe7si9unp2ankpru,155.0
1613,TPNPNS,m7ocm26p5439u1vj24vz,73.0
1614,TYBONA,abx5amw1xv9na1fexbcq,115.0
1615,ROFBZH,okzzpze2a0tzudeorufb,102.0
1616,11JWB9,q5f9jcyupl9mz5vf9kzc,108.0
1617,TPNPNS,i6h0yip6gjxuz0ukh6nh,68.0
1618,QL9U4I,4c80btkj5clu97odvcz2,114.0
1619,59Z8FB,a6b4gnrxpoqy78k02wfu,91.0
1620,3M1S2R,ig5ot6fqhemdr8ae2e4h,88.0
1621,UIRUU5,pctrl6eeglwmym9rd9fq,74.0
1622,ULR0UE,4bu0lblgcr99l95mil1b,98.0
1623,RC870G,4s00phqoozeb7w1s474u,100.0
1624,5JVDGF,ykhpmgi7vrmunev2on8y,71.0
1625,LFETHR,g0ii1dv7dfijp0w81vgi,115.0
1626,2YD51V,r70l1ff01vvwhx7njkly,109.0
1627,MQWL5I,pqi82j1dvj78rr66uchm,133.0
1628,9QL4ZU,yyhhsljzhd3ifkb00t9n,79.0
1629,M31XY8,19q6iv8q2k5nk24uxeso,108.0
1630,MCDMB3,b0x8lroxxmm5f8dkjfj1,130.0
1631,ACDRU4,pdfd8gfok4huaors4or7,144.0
1632,12T3TR,jp0j2drs76gh3if2lu4h,106.0
1633,YHUSBK,enxskokxvgvlfiiou2ej,94.0
1634,Y4T5XM,y4xpogdm7phya7afgyoh,44.0
1635,MJ0J77,6xi6t3005ej8rmhg3wat,120.0
1636,CKXNFC,vpo4c2rusmjx374c071p,86.0
1637,9JCCRF,dcanw1q19grkzomkmcy4,99.0
1638,I3CTYR,79tqye5u6yxfwnrrpevl,117.0
1639,JJ90PK,hiq5563ppi6veklbusfv,128.0
1640,650LO1,7v3ngkzz4wnaz1gvxzsx,102.0
1641,IQUY57,pg57r76vjkcag298it01,113.0
1642,0ESOY9,tmpxhhwwltasauwyxs75,107.0
1643,9FZT7N,7tpmihheloyxvobhol8u,117.0
1644,0SR04E,wy62uhxpa7jvwqgr6xoj,44.0
1645,J6K35O,xjfrh9t0bcx4nwd78uzt,111.0
1646,LWQRGY,a8492l2elo2w075nfeam,64.0
1647,DMLDFH,icb5rh259j532j5octg7,86.0
1648,XWF0SV,fp0s1noojyhxy8spzd8g,108.0
1649,3U748B,0d21dabye03tcp6dpeuj,92.0
1650,YMW2FY,weaumspod15n48iurbmf,69.0
1651,JY7GOY,97odzifhn47xqxf51qse,119.0
1652,THGLKB,0il5lesc5zbun8mef8re,119.0
1653,8XXKV6,kui2ps34ixwz1ppcwzfh,85.0
1654,17Y66I,vemb675j13zdqr74sqgj,81.0
1655,Q8WXJ3,1yhodqqoxj629t9vzag3,58.0
1656,D08PWI,pqjt52y1lgxacvcwkqoy,100.0
1657,NYN1SI,raq5sw2fdlxlpr7cje6s,76.0
1658,L3TJ2S,qcjw9wk1we6ob2h1wjlo,121.0
1659,SJ1VYC,1fr9l78p1uk1tdnn5ihh,103.0
1660,TAU1NV,nc1bwhr5wa9wm6zul98u,125.0
1661,TLZPDV,3tyjbvy7ztc2hkaiov0u,93.0
1662,SWIEMH,nnsh5qvjmui8y0lstwq2,89.0
1663,OP184B,iylgbniie7yifemofkza,107.0
1664,2IUD2O,ziou9zch6nib1ws1xqk4,108.0
1665,D9WOL6,ipwxop8zp4q1x74sy5cv,76.0
1666,8XXI6H,2br8rlxivthhziin9kz2,50.0
1667,YM1WH5,orzfbtq15xxx6q0ptng6,77.0
1668,H2MQ6B,29ckoj2i66jsgrerqtcm,122.0
1669,TAU1NV,uj3pi8fa5zc226shnj09,124.0
1670,TEV35B,t7d8g58uplij1gdqlcx3,138.0
1671,E56JKV,wmc8lclc1ay0nh9934th,58.0
1672,N1IO1S,kr0jnhltj44jtjwiixwj,131.0
1673,XFII90,2e093ww8o6pnwlu35pbv,106.0
1674,WDEZYS,bkdfp0nxy5hpb0mml8nt,74.0
1675,ZG7LIL,9pabux3z2eitii6u70c3,91.0
1676,Z7DGHS,480rwqv294njn1ybqfa7,103.0
1677,6Y9QWX,f1gwwz12dajybzd50pt9,107.0
1678,TWVGGL,zz2vhf7ivmpgd4yua4hc,104.0
1679,E3UOS3,s2pwhpcu3vmtsat5b79t,129.0
1680,BACEZC,jn689kq3cp31hx50a76l,90.0
1681,V2V1K7,e6tql4k0ze292hyemucp,87.0
1682,58GZMG,58vqrllg46d2bxhs1ebs,133.0
1683,DXJ9RR,xrxayj0r6ecxa2xdq3vf,108.0
1684,3PVYK9,dgb8fe9lm9yt92fv8s7g,95.0
1685,2CVXXO,us2yd1dqly9n76rw2oyo,60.0
1686,VVWB4O,bsxdw6xqdqcwacx4cdr4,98.0
1687,NPYMOX,a6nf1euzem4zqvokmyld,107.0
1688,HG0NUD,kraf65bxptkra031hdkd,99.0
1689,QDI8VF,qm3pin0x0yizg83zmvc2,85.0
1690,6S2YKY,ak7p624m289q5v87d8gh,75.0
1691,BCH3MQ,rxt3iyuzko3lwnej4php,146.0
1692,8YWZVQ,b1p05t3udnam76ff9hg7,104.0
1693,0L1XA5,22r118k7aaqetq30ioc7,156.0
1694,2UJPJ2,5538k4sgyw1nb2ftbyac,105.0
1695,E7ZVRC,ngy8f4l3i0pvugghgm99,137.0
1696,RIHG7I,zumvkkk3owtndide26sz,106.0
1697,I6AA8L,9slpozabupio0ka2b3ae,79.0
1698,NUSTGM,2ktht5wx8aa6fafqz7vw,94.0
1699,HPW3X5,grre4lo6qdtznclnrko6,79.0
1700,1H8Z18,tf74xpd375c5izcl77gf,109.0
1701,Z99WN6,u6aibhwmhdm7ix7ssh7l,137.0
1702,09FSVO,agze9235hjw23gdf5e1i,81.0
1703,OH6KW9,6ctkrotx59g35w9hu31d,133.0
1704,M3D2NV,ede132d8j3sf1kodza5u,111.0
1705,LSUFNS,xdpggciwyhdx7m3nm7oa,122.0
1706,1LXHTM,7oks5zk98lq7ymlhxtkx,81.0
1707,T3MNJ7,fu5qho5gnpuolwc1tq34,112.0
1708,HW8XO0,32bzyxx36aljj5eny6ge,139.0
1709,UAYBZP,g6c4x9ppkb11agslbzhp,79.0
1710,73RT0R,m66br9m5wtikf6k33fpk,88.0
1711,1IBO7A,9pafjh5nx3jw9r7zkmr7,111.0
1712,7MW65Q,vv4kbj4mvm25t9aoqd5o,112.0
1713,HLN5EL,zt44rilo4k60xyn08ao0,66.0
1714,RP8G78,8v0ogjglnqdh4ylgwqvz,62.0
1715,KHAIRB,w9i2jaz052l57sqanamg,110.0
1716,7R2GZK,j8ijsywofsk5j850tcer,79.0
1717,WS9SUH,583a2hqh9rjgg89v7041,111.0
1718,Y77GRW,xrgvq8uweqbpm8yozbop,91.0
1719,R3Q7KI,bakv07fre8x2falghekz,59.0
1720,LYS5PX,h35l97em4it08srtwg9t,97.0
1721,TQN1X4,3n3j51pnmbel7md27fud,128.0
1722,OIGTUX,5qwjpnwsmeq50jfe6zdv,115.0
1723,3EQ9DX,2cjqvhuu5blt73lr0yps,135.0
1724,MPDA97,lslcre9xruic01tb1u5i,95.0
1725,DHG87R,yz20fcucfgc04hh7q38h,96.0
1726,UAYBZP,5vj95v6a4a0sxui5b2km,55.0
1727,YZHUSN,1l3ozhmzftianqpyw7ya,131.0
1728,NXZC78,g78h2e2kra832004bi3i,156.0
1729,219UTW,ah2ywaxws86k97au6qfj,103.0
1730,AW4NKX,6ndahdj53vs8o7e2kz5x,110.0
1731,9BDF0N,q0f06ppeqo58s6vcvd1r,92.0
1732,H6D714,vsoe49f5a4qr85fwd8st,56.0
1733,1IBO7A,feasinfrcowe7wl6gsxj,115.0
1734,MBY1O1,rxsjtjtrcdw8mgn02lfc,94.0
1735,5BW1VL,tfyrkx7sol8s2d27t95n,97.0
1736,98AB4F,im7fn5d256iazrr6psqj,85.0
1737,7X79WU,x42h5f0v77s5lx6jxgr3,78.0
1738,OL1MO5,1wjpniirzhl8nn4av9y1,115.0
1739,2HO74Y,gj4sxzgyamgd2cupwv8b,124.0
1740,FHLNZX,1ms32tycxk71x9fobduu,90.0
1741,Z0Q4SG,z2yg7ck0w1e80tkpdh5c,79.0
1742,2CVXXO,uo0h9ogoj97bhaaimi3t,62.0
1743,IW3LGG,8whztf7e9mksbchna9sh,124.0
1744,WR7BVB,8wm7ovl6zjniwmwaui6g,118.0
1745,JKEEPW,hp1jshn5dwustjn593mz,112.0
1746,KWEKLU,i0ja35cekwltb9ke8prb,73.0
1747,SS242V,wbf6zybl58st5umddpm4,127.0
1748,OU59OD,aknvfsr71s06fjcs77dy,111.0
1749,NX1BTS,ep9hhefwza4iqhtvshki,83.0
1750,L8HOFO,ug9lob8i9s5lnvw47rrc,102.0
1751,THGLKB,9jdnhrdmktzpe9cq4304,109.0
1752,NIMR7H,6164yhfj0wlmnort9i1d,120.0
1753,VGUGH1,3y3yy416dbcwceujjcj9,115.0
1754,9TARYU,9neterlevgwk8abcz6it,74.0
1755,FW6H0K,0a1envy3m3lf952h7sfp,138.0
1756,MY0S8M,bmlaa10f1ekrlp7m0gq5,86.0
1757,GOTM3A,5bmrb8zjk50awblh3xe2,95.0
1758,YYG0HT,uprpvfveybgv3ando85d,141.0
1759,BHC46A,6ganq7fmv4yj18zrqj4b,68.0
1760,BVJC3E,23anjvegnkip2cq08lnk,92.0
1761,CF4PYO,ax7b62j39o15fbn8offh,86.0
1762,M0VPSD,dn58hpb1aqnq2jymn6ft,110.0
1763,E0LAGD,ihovjh6djwgpos46jm1o,115.0
1764,5OYG7V,7k4bui61hmx8om1umi0v,102.0
1765,8NY05S,uiqxura8hpz0vlso1l42,111.0
1766,TKEFHK,ahaz5cn5qf5xdcknjut7,126.0
1767,TLZPDV,e5ng24mk98hc6eofaxrj,108.0
1768,S3HOAP,gd78htm0zyjid1rpvhba,101.0
1769,371U66,h2du4qov8teuh3ctyttf,86.0
1770,XMAQ7B,7fxztlgm4b412xz0dobq,117.0
1771,73GC00,5yywbkioxppg6o5d3ce7,95.0
1772,7DSDFS,mgr0lgga91nsucerguv6,93.0
1773,YOUPJ1,9a4e53vw1tjeryufn2l4,78.0
1774,YM5LIM,fvsw675o91xslwc3mu69,98.0
1775,WQSAPO,znfcn0acv234155lx7t1,89.0
1776,QVCD8T,yytcakfl7amhlrya2d73,91.0
1777,T1M1SR,5dy7cnz3h7nih8m0xk1f,111.0
1778,59ROXJ,a6vf8ze4927fbcyyavz8,58.0
1779,9NVIJM,zruzcg0t3f1op35bqvwb,70.0
1780,F8YOJU,csd0l3po0bwble4ixer9,130.0
1781,QO92RD,27mbqwbr9owg5majrafm,63.0
1782,GLU1U0,w9tifwvbbi5bwm7l98a3,145.0
1783,DQLYBB,512ad8q235zu5xx0m0j6,102.0
1784,V4WJHY,zaair42a0i83lzxoufvh,90.0
1785,5U76Q7,voh5qmt44rb9hvpv6lss,94.0
1786,SGKT1Z,wwh9zozkdbfjpef3zc84,97.0
1787,CAIL9N,qhhtifyxxealypb3jter,64.0
1788,SWFWJ2,swbo6vp3y5z5lym506vw,66.0
1789,I8PFDI,7nawzo4u636t7kvkbp9l,86.0
1790,G3GJGB,j3ny2kk9jf5aj6wp7x7a,114.0
1791,0WN5QK,zd9cre2mjr033yz7vudc,82.0
1792,FX6L8N,7kib35aglhulzlmm5o0k,111.0
1793,THGLKB,v3i076fkswbpwgso8h13,120.0
1794,NFT8AQ,vbjr8cyrtxvv9d8u7e53,70.0
1795,K0812Q,14nuybxfos80s1nduu0n,130.0
1796,YCFNLI,xl7tbf4y0304w65rv81g,99.0
1797,82IEQ3,zxa558yhu22hpr2oweo8,81.0
1798,S3YHWT,re0arn1hy1zcc6mxn36k,122.0
1799,JLCNEZ,phx2dsjxgg5col2h46vf,103.0
1800,JMTT06,go7iyzqrkdisfp8qla5r,85.0
1801,FZ6YKA,5sou7dafcldghj7mtjdm,89.0
1802,0NBSKT,tb2wk38juydl8tcc044m,106.0
1803,ZRQR5Q,taa2gzal10lwaoq5dfnq,121.0
1804,77B1R7,pp3375vca2p2guqvoyxk,111.0
1805,BSXS2D,cc7n8psd5kywotalqp8d,86.0
1806,95CM7L,wwryx36elixul86qhhiu,73.0
1807,CGTADU,so7dokdf0ug2lx4lyf6m,78.0
1808,WFS6UJ,qtd76c4vp1rgm9ma3jgz,129.0
1809,Z99WN6,wbmou2jr7fkuys3oeg1d,139.0
1810,XGKHW8,yay6gbx3sogo4rq9a9ot,122.0
1811,BK6YFA,paigr9jtseru9qs0agxk,86.0
1812,I384TJ,50wb817395wfyusxlvwh,153.0
1813,D9AEO6,6exime77z6rwd5n0jvud,89.0
1814,5UCQGL,9mpj4p8ksat1et32u52i,126.0
1815,YM1WH5,pm9l9if17ul7oyhwq0bg,68.0
1816,IYI8P9,7m4vz4cf1rzgpvlwewna,121.0
1817,VV6XL3,ewaxkr25l3bqprak3ldt,95.0
1818,4000GP,3h0su3ar8ozl0dd219o2,112.0
1819,8B6SBK,081qkaphlvbg840yddu0,92.0
1820,4I082S,0bwgh69x7scz9fkec172,116.0
1821,4Z8YSO,jgiqy7owddjba91byvis,58.0
1822,CPMQUO,reiltw2kpca7dmaclsbb,115.0
1823,YCRV1A,klgxaqxaa43nqnry2v89,120.0
1824,XXIIO7,6e04wiupi1n21od6vkjg,124.0
1825,MJ0J77,1tpuob5653ufvfeunuqg,138.0
1826,O43CVT,yzm89ihl3vrgpf6pby10,58.0
1827,A3S2YP,vadw9z30jpz03ii9o5mn,128.0
1828,T47LOV,7w4rjt0ccx6466jkis3l,126.0
1829,U0W1OK,aolk38nuzjiagyrzn6x2,111.0
1830,0FRCJF,s5l7jfqpkwk2qbitrbkc,103.0
1831,TNHXUL,dw9q0xyn5ruxg666upl5,119.0
1832,M74ALH,ggo9kq02phcqoeoovsmw,72.0
1833,UX1U9P,6vhvjqa4zzwhwob1gcch,125.0
1834,KEN8XN,lfo74hdspbmbc3byawz6,120.0
1835,4DBH4L,skb7w7nkkh047md8p78k,143.0
1836,JGT3IA,00qabig6tratt6yyahzt,101.0
1837,2UJPJ2,pidhb4y9p0hbnd89heg8,100.0
1838,03F8XE,z9dgbl4ok17wppuym2kc,46.0
1839,DKCZ4S,18fgze5fsn38he6xbn02,115.0
1840,OEGYMC,rqh5ilcxgqlwv36k3j24,90.0
1841,TT03DE,xf9ztdx138u31b8uw0ni,101.0
1842,RHZNF9,iggdx048p5kydcjcvw9l,65.0
1843,1YWHV8,d1udiy1axb0zxxtmlrko,67.0
1844,VFF4Z9,hrtsoeydk41tmljq4h5a,79.0
1845,1UN76Y,nt0tk6o489g1p31hkvup,85.0
1846,KGA20Y,cod5rbussh1tsji0mvb0,112.0
1847,WNJR12,8b114pzcj5zfdr240jgt,91.0
1848,IZWWF4,4pzp5db72er9susizl4s,96.0
1849,73GC00,aowgpo11ev43e91pnavi,57.0
1850,QMUC11,n3gw3auwe6qsvidu9ir3,104.0
1851,G7U3QO,qjp3fokyx5rkurvhxlda,131.0
1852,A3A1LP,7l9slpkeys4qw87gfxf4,80.0
1853,RKZ2F1,s78hdtsze6i3upg3bnzz,104.0
1854,LJAW8O,4c0tjlkep2ng7szjcn12,140.0
1855,XF7UJQ,sjk7dcpwsyay1mdn1x6q,89.0
1856,AW4NKX,3n2xzd85i9ln2uv0mtfz,124.0
1857,5ZZR9M,4zre9rpeim3mam5oxbom,85.0
1858,ZOMS4G,khjw5bbpdnijlnr2ukwj,68.0
1859,4DCKY7,dy1f0qncapajzealien6,77.0
1860,3UNS6C,xbl25dye1ktghju2x6sp,121.0
1861,Y4C94L,c8jp1scbnaotlo7n1blj,111.0
1862,2L83AJ,xc3tx7ptvcsvf4kyt67j,85.0
1863,Q13PKT,uy9e1wpzgsae684iodzh,99.0
1864,V5MACP,7hu85r5sits1gvqmdbva,122.0
1865,59WD89,b9bl3z3zglikkfgudena,108.0
1866,9KF0ZP,suijiqleltpb6eldvecx,107.0
1867,96CER7,q2zmygrumq9x1nxfyy2k,107.0
1868,D5VIYT,9wsj2yd5fnqhq5mw5z00,87.0
1869,9KHSTD,ib7gzuffp4lu51ggbvnv,121.0
1870,SS242V,n64kmtzzf79h78nk62hz,116.0
1871,UR1JA2,rbqphkt1sdk1cuyf0uxk,97.0
1872,B8V2VY,48piq0k26a0wl6sv5znr,110.0
1873,PQOZ0A,kf1z09zsxc0ms16fd741,104.0
1874,X4W2VK,1jeg362kw5c4tkg24u5j,76.0
1875,LS8T18,14llm2sp7ug66k18oweq,101.0
1876,HB4QAW,pxc2kf9lpz78xxbd6nvw,104.0
1877,DGSPY7,8jq7xnmfi0ul2f2lr2tr,118.0
1878,YWV1WO,78o0i75zwepsx2oh002o,69.0
1879,4DCKY7,22ow1mmjelwbdly6poxc,84.0
1880,L3K6OW,1uba1yl76ea5i908gyg8,91.0
1881,F9IW6Q,ag67uib0lskxff3tw8zv,108.0
1882,6P5OST,tyhopa9dla9cu9dfijb4,102.0
1883,DGSPY7,v4vucenrwdtev4hy1cmt,114.0
1884,0830ER,a5kuigjcjniyfc8jqw1z,93.0
1885,7OG4H1,koisc0ue4qvl320acll3,93.0
1886,QBP6ME,lo2ihxo1ho1sjcphnh8r,120.0
1887,6SA1WV,7kpoxgct8xgzw27v3e0r,150.0
1888,W2LCGH,9oxrvusuld8q5lkuf60a,76.0
1889,R7LQ1G,9unzfmgg8g16jwb5h5qn,126.0
1890,W6797H,o7p036g31siaye5hovrs,93.0
1891,PR51V1,zfuuypfo1jw3ry01ce0q,84.0
1892,219UTW,x40ecc419tffw739hyxl,91.0
1893,ZOT734,adcsywtlmnlbz9aypwbz,98.0
1894,X40HR1,6c3dhewwc9blqxnh6upi,83.0
1895,XIAG1T,iisjgvwbzmyfinm61014,125.0
1896,LJGIX8,i1heysxim90656b4xkzk,103.0
1897,MLKI9H,txfme0luv3wh0xz5x6tl,119.0
1898,NY8KYB,cgvdq95fuwmuikocakxd,117.0
1899,5PYLU9,2wppurolw5vn3twspfj9,53.0
1900,4Z8YSO,e6dn1n1dc8m3n4l0g9n5,63.0
1901,E9RPMQ,c1k8vj6a22u6zjcbzqsp,99.0
1902,439LAN,ambr1xvrlqizd17q8t2r,74.0
1903,CXSCNI,i2cvyar53hhfoogmlbtq,110.0
1904,06CRBI,34yuggdxsw48zt2ciyo9,112.0
1905,J149VD,czhxfi99vits2adjf1z8,91.0
1906,06CRBI,1lr63b4yg8ktxakealoc,115.0
1907,3CWJV7,fa7qxgcxhqlv95ukjcvg,48.0
1908,O5YW8T,lcogxel9lpw92r0sf0y1,113.0
1909,CNME36,iyeyaxob0xx5t3fqdx4a,73.0
1910,6XU1PP,mhfz4dug1kkfjzwpljsg,115.0
1911,MB0GZO,u9zzc66cpqonhme1mz2k,114.0
1912,22LVXQ,jlvkdozsorjhw1n5le5o,79.0
1913,XKU6TL,lj9pgpn95y7dd22tk2k8,137.0
1914,Y8FRC4,52hzuxlr0xfozhoi09ay,98.0
1915,RUXM3O,nblec6i7p2m7a7gaf27c,98.0
1916,C9LRF2,vj5lrqco8zyhj31opd8n,114.0
1917,KX17MQ,e01hj080w7j3zc6e89z8,96.0
1918,4R896Z,mdue2en8gupviggl1jlw,116.0
1919,KX17MQ,zo9lcvakk076ryrxe2nl,123.0
1920,V7VO3Z,fvxscz43flln1x180tf1,111.0
1921,YEIAG4,cacqomsii0nv86qn5nzp,133.0
1922,17UH5A,4lpdgd20j120c011cwle,100.0
1923,GXD8S3,iqu950fdbq4cn4iikqm9,104.0
1924,ZCHH8Z,eg3p8jv9h0rqt2ii5969,76.0
1925,0AKY8A,ebxc21n76w5zu8g7m62e,108.0
1926,5BTRM1,c4jrldf6ukh1jz1zbuh8,130.0
1927,Q8I12X,y67nfz1b9akzug0oy99l,111.0
1928,UHRL1H,t897psr17301tb150wxw,60.0
1929,GQWYM9,l3e4hkig8oie9ayigz1d,124.0
1930,JHKVGP,2uf9us7vcpneaszyf5bo,69.0
1931,CGPSXM,v5eppidj0lk668dcdru3,86.0
1932,J28R1V,1fzwt0rjtugv9uxxjahm,65.0
1933,KTNS3Q,j1pq4w14pirgx02qop9a,103.0
1934,Y3HEOJ,hmmxikwk3amcbgfs9kot,82.0
1935,AI1MQL,o3euw71y9ql4b19qakdg,122.0
1936,L83AOL,jw9ldx14ksqdmw0pyxhf,131.0
1937,JJP9IP,n8d6v4qldsqsiaowmojj,87.0
1938,7D5VZI,ob4kqouyggc9tufnk5pw,126.0
1939,4EJU52,km9cj29pxx7mf7afr8a4,93.0
1940,BY4HLY,oc4zp2djv63r1qoo2mil,107.0
1941,8XW98M,fzbj3z0bhqqzx02nmt7q,86.0
1942,0LGIBI,rhx3qw8plz8iv99zw290,97.0
1943,MLPYU3,7kxdyhklfun4um8quse1,108.0
1944,2YD51V,2le60e57c1joaax0uro4,105.0
1945,J8D1HB,s0m0v0qyybwu9qgoedp8,117.0
1946,RIHG7I,330p9g29e7j1m9ktmua2,115.0
1947,RABSJ2,z3923ysdjak0g298uezs,86.0
1948,XMNDG4,wqf6wbeig3rbyokppcv4,123.0
1949,75KNI0,ysb7hww5my12xwv2z16i,87.0
1950,EPE8K2,ywlya6fg6ulo301fljqn,105.0
1951,XFII90,gww8vzm1gyl22vll1adn,120.0
1952,ISKW5V,efatc2rqkae62ona2y87,116.0
1953,AR7YE3,57ndaeahsro6ry48ofyg,52.0
1954,ZRQR5Q,4u4g4j4a13a99e75aybl,143.0
1955,QQIQ63,ogazkbt61z08sov3m73x,118.0
1956,8HFE9I,2bn8dqgwyn39p73c4gbd,83.0
1957,MJJ7Z3,d4mq44br4zt9vnjutenk,116.0
1958,0OJV9S,7zxzakd7v5p8s8rizmqu,141.0
1959,SPVUKR,dd1mxp1z9pt5z9c96pre,105.0
1960,Q3UAN3,3slxjtw961xp1vuupfkt,71.0
1961,H1DXS9,u58tmv078ekvvtd9eocl,98.0
1962,2LDFH5,tcmwydbfmsea00s5d1ic,118.0
1963,9FZT7N,lecpgc8lv41drjihqnjk,120.0
1964,12T3TR,hif3aekdn8mara4iv2u4,117.0
1965,S18EO6,m85voqyfr5g2lswd60io,97.0
1966,A3A1LP,1y1gl9j28dlhhbt3pevj,87.0
1967,757TSN,dfycpvrsjgdozzq1yyck,119.0
1968,KZTSVA,o1f3u4uoszmoy93qp8qc,110.0
1969,NNCXZW,7p9my32x52xmya3wdm7o,117.0
1970,FV2FZO,4t30nd0mvyh5kt1ajdyw,98.0
1971,0KN4UV,cqtee3dloifyyojq7vay,138.0
1972,5GARZ8,hwffo9z3if5f4issmdun,131.0
1973,H1DXS9,0fp5j5eqvq8okrnexul4,91.0
1974,5FE648,41g96qtjwmt1sroijh44,68.0
1975,LS6O0A,linifygq9162wxxqibwf,125.0
1976,BKG67O,rdi1qy1cakmcpwehb6x3,76.0
1977,6KA34A,w024b5rjx7h6b4t7rkyw,135.0
1978,WK4MJM,axcc8y6n9yp8vusqms2y,127.0
1979,RS9DQV,10eit3d3ecftvg64b2mb,51.0
1980,CJGVHL,am5hc7agty7gpproxlkl,138.0
1981,0Q2YYR,f8uxsfb1rhjesbm3x0b3,90.0
1982,IQUY57,t39s5bypkv8pvatfqy1y,127.0
1983,SWIEMH,psdkk1irbypt8hn0rvcu,107.0
1984,JMTT06,k6trd3tejvuhekmzgll5,99.0
1985,2HRWN1,hcrd7m7fgpxv681q2xqr,102.0
1986,SFC5RG,qum3onbq66rhipk5p4sf,62.0
1987,MW23E6,5vwpn67mq14adahkp3nm,83.0
1988,EEUHTQ,v77x12599algsrvmi5sc,83.0
1989,YHUSBK,hel1wfqfokmb1rprj6r4,100.0
1990,8MVCMG,2uopsi5f4ohz0zam1rl2,77.0
1991,LQ9XVV,c40e3f6s49z4va2jad1d,51.0
1992,ESL4CZ,9bwvytnikkiv6hhpvem8,87.0
1993,5IHQMA,4vrp11hr33yiry0i7883,107.0
1994,L83AOL,774ncmqkwe6tfcgdtutw,122.0
1995,MLPYU3,qbhd5xchd53h9a5f9fm0,113.0
1996,88HFFC,5au8p6kfyl0c1zggjk8f,90.0
1997,45N4J1,zbpx8i1g46nf4tjk1bvt,100.0
1998,3718K0,zsdf4yku8rg38ftlnviq,108.0
1999,90ACVJ,elwp18libxiueko4p880,100.0
2000,41V9AF,6m0kij01gjie7tudk7i0,114.0
2001,EXVNDR,j4jk0bco9jx5109oy1ie,99.0
2002,GIDMQA,faahs8v59ihmfjoihxjk,94.0
2003,KW887G,4p7d4q8gc22ki54gwe3n,102.0
2004,QRXFH8,hcg2ga4alit76kfww776,95.0
2005,CGD1FU,ge3a5gqk24bjghgpba3s,110.0
2006,OEGYMC,flhth9fue85soaeeuv29,94.0
2007,2YYS6S,2kprmsimm8ashs4qsmjs,45.0
2008,YCRV1A,hqo71m9gfzqhng4evy6i,111.0
2009,5FZ0KV,0gkv3i6f2i29x8k5l99p,138.0
2010,QARM1G,rw0fowyzm4ovkwp8vyah,94.0
2011,5H6SGP,dpobv1qbibfkoarowwgp,116.0
2012,DB2195,mn3zafykulexyhnt2yyo,103.0
2013,WFS6UJ,a6hfh4isqkm7dyyrgnma,123.0
2014,P2Y0EQ,1xvemf5r864pl0j4iukh,139.0
2015,ROFBZH,ssvwhpu3j8aygiuhq5xr,116.0
2016,YKJ19A,ql5hgc965ml5kqt4c3d7,79.0
2017,2UJPJ2,odqq7zj1tt2ath1k4og5,95.0
2018,ZV3QIP,9dntdpacov1mbkajmlek,137.0
2019,I384TJ,gknu2gw4nbj408x8ebql,119.0
2020,5FE648,bh8shrwawjyg25e366g3,77.0
2021,MCTL0O,pdh1vdgpfyk72p7gc7d1,78.0
2022,YIHAOU,pw09am85hhj7komthi0y,82.0
2023,KD8R2D,7qvi0w601mgqrpz6687h,77.0
2024,8YKE7E,roua167tke2a3ay0nyk1,87.0
2025,TEV35B,htbew8dci1xn3mfrzm8q,125.0
2026,UGU82Q,uxfe1i82c4kdy3mlvqz4,105.0
2027,ZH0U1A,9802sqcl5myokge3vfi8,119.0
2028,Z4T5DQ,jgdi7ved7z350z48fdkr,123.0
2029,OI1AJO,z7kqlkqzddjyqmgwvflk,101.0
2030,B5NVDB,kkv30pl7k1eywpl3jp54,79.0
2031,HGWGCS,ohsc400hj19jg6xbwkx0,85.0
2032,472C6X,n5qfjoqr6w6i44kf76w6,110.0
2033,P2VBAY,m8pyst1sbevt0quh0jar,105.0
2034,1E7AJ3,182wtqj671czjxzh4362,119.0
2035,5G7A82,iqymai9d57i1mrz3uobv,127.0
2036,3M1S2R,lrhafdksz3c6blsgx34e,91.0
2037,66CG6M,0kzfg6n9val8l6e7ehi0,91.0
2038,QARM1G,nplk5o1dxumizahyc2e9,97.0
2039,1EKZNY,azgg229rfkoaihipe1b3,136.0
2040,XSN3BY,v5jzs44oc5v3ah9m43qa,100.0
2041,KHAIRB,cbfk7uhm6ckmid05dg9a,108.0
2042,7OG4H1,3essxl7l76cf953h3zdd,88.0
2043,LNKEJC,aqa4v5vq96ztfurmxfpz,116.0
2044,650LO1,z6kiserm1thps6s58ogo,103.0
2045,3YAHGG,8drf679gj54nw1a4qk2g,70.0
2046,MLPYU3,85gq44tz3chrivfcsa3d,103.0
2047,1FY92G,m9g0yw02oadz65pacqej,84.0
2048,QJ6PEQ,2eq995q49qgoh5ume2d4,75.0
2049,JL9WLG,dtexbq7dpljgdllzbqd0,118.0
